Full_date_start,Year_start,Month_start,Day_start,Full_date_end,Year_end,Month_end,Day_end,Country,Location,Type,Sub_Type,Name,Killed,Cost_dollars,Affected,Id
31991,1991,3,,31991,1991,3,,Niger,"Dosso, Tahoua, Zinder, Ma",Epidemic,Viral Infectious Diseases,,2618,87816,,1991-0092
23061953,1953,6,23,23061953,1953,6,23,Japan,Most of the nation,Flood,,,2566,1886760,,1953-0013
26051998,1998,5,26,26051998,1998,5,26,India,"Orissa, Andhra Pradesh, R",Extreme temperature,Heat wave,,2541,,,1998-0217
10042002,2002,4,10,10042002,2002,4,10,Afghanistan,Uruzgan province,Epidemic,,Unknown,2500,,,2002-0206
81974,1974,8,,81974,1974,8,,Bangladesh,,Storm,Tropical cyclone,,2500,,,1974-0042
9111932,1932,11,91,9111932,1932,11,91,Cuba,Santa Cruz Del Sur (Camag,Storm,Tropical cyclone,,2500,,,1932-0006
3121984,1984,12,31,3121984,1984,12,31,India,Bhopal,Industrial Accident,Gas Leak,Pesticide plant,2500,300000,,1984-0119
12121992,1992,12,12,12121992,1992,12,12,Indonesia,"Sikka, East Flores, Ende,",Earthquake (seismic activity),Earthquake (ground shaking),,2500,92103,100,1992-0163
2071957,1957,7,20,2071957,1957,7,20,Iran Islam Rep,Caspian Shores,Earthquake (seismic activity),Earthquake (ground shaking),,2500,10000,,1957-0008
6051930,1930,5,60,6051930,1930,5,60,Iran Islam Rep,,Earthquake (seismic activity),Earthquake (ground shaking),,2500,,,1930-0025
8091905,1905,9,80,8091905,1905,9,80,Italy,Calabria,Earthquake (seismic activity),Earthquake (ground shaking),,2500,,,1905-0001
16071990,1990,7,16,16071990,1990,7,16,Philippines,"Cabanatuan, Baguio, Dagup",Earthquake (seismic activity),Earthquake (ground shaking),,2412,1597553,369.6,1990-0040
19081966,1966,8,19,19081966,1966,8,19,Turkey,Varto,Earthquake (seismic activity),Earthquake (ground shaking),,2394,109500,20,1966-0062
6091975,1975,9,60,6091975,1975,9,60,Turkey,Lice,Earthquake (seismic activity),Earthquake (ground shaking),,2385,53372,17,1975-0053
61988,1988,6,,91988,1988,9,,Bangladesh,,Flood,,,2379,45000000,2137,1988-0242
13022006,2006,2,13,8022007,2007,2,80,Angola,"Luanda, Bengo, Kwanza Nor",Epidemic,Bacterial Infectious Diseases,Cholera,2354,57570,,2006-0187
4021998,1998,2,40,4021998,1998,2,40,Afghanistan,Rustaq (Takhar province),Earthquake (seismic activity),Earthquake (ground shaking),,2323,32818,10,1998-0026
51971,1971,5,,51971,1971,5,,Chad,,Epidemic,Bacterial Infectious Diseases,Cholera,2312,7476,,1971-0028
19101997,1997,10,19,17111997,1997,11,17,Somalia,"Gedo, Middle, Lower Juba ",Flood,General flood,,2311,1230000,,1997-0265
4111952,1952,11,41,4111952,1952,11,41,Soviet Union,"Kamchatka Peninsula, Kuri",Earthquake (seismic activity),Tsunami,,2300,,,1952-0036
21997,1997,2,,21997,1997,2,,Burkina Faso,,Epidemic,Bacterial Infectious Diseases,,2274,17996,,1997-0487
21052003,2003,5,21,21052003,2003,5,21,Algeria,"Thenia, Boumerdes, Zemmou",Earthquake (seismic activity),Earthquake (ground shaking),,2266,210261,5000,2003-0245
21091999,1999,9,21,21091999,1999,9,21,Taiwan (China),"Nantou, Taichung County",Earthquake (seismic activity),Earthquake (ground shaking),,2264,108664,14100,1999-0321
25051923,1923,5,25,25051923,1923,5,25,China P Rep,,Earthquake (seismic activity),Earthquake (ground shaking),,2200,,,1923-0020
17071998,1998,7,17,17071998,1998,7,17,Papua New Guinea,Sandaun Province,Earthquake (seismic activity),Tsunami,,2182,9867,,1998-0220
21101935,1935,10,21,21101935,1935,10,21,Haiti,,Storm,Tropical cyclone,Jeremie & Jacmel,2150,,,1935-0012
1091923,1923,9,10,1091923,1923,9,10,Japan,"Atami, Ito, Simoda, Tokai",Earthquake (seismic activity),Tsunami,,2144,,,1923-0010
22071987,1987,7,22,22071987,1987,7,22,Bangladesh,"Rangpur, Netrokona, Gaiba",Flood,General flood,,2055,29700000,330,1987-0132
30011997,1997,1,30,31121997,1997,12,31,Tanzania Uni Rep,Dar es Salaam and Zanziba,Epidemic,Bacterial Infectious Diseases,Cholera,2025,35591,,1997-0129
51994,1994,5,,101994,1994,10,,India,"Assam, Arunachal Pradesh,",Flood,,,2001,12060050,175,1994-0068
10061954,1954,6,10,10061954,1954,6,10,Afghanistan,North Region,Earthquake (seismic activity),Earthquake (ground shaking),,2000,,,1954-0009
21991,1991,2,,81991,1991,8,,China P Rep,"Jiangxi, Hunan provinces",Drought,Drought,,2000,5000000,,1991-9305
14071989,1989,7,14,14071989,1989,7,14,China P Rep,"Anhui, Hebei, Hubei, Jian",Flood,,,2000,100010000,2789,1989-0087
1956,1956,,,1956,1956,,,China P Rep,,Flood,,,2000,,,1956-0001
71954,1954,7,,71954,1954,7,,China P Rep,Tibet,Flood,,,2000,,,1954-0010
81956,1956,8,,81956,1956,8,,China P Rep,Hopen-Honan province,Storm,Tropical cyclone,,2000,,,1956-0013
3091930,1930,9,30,3091930,1930,9,30,Dominica,San Zenon,Storm,Tropical cyclone,,2000,,,1930-0024
3091930,1930,9,30,3091930,1930,9,30,Dominican Rep,Santo Domingo,Storm,Tropical cyclone,San Zenon,2000,12000,40,1930-0009
8061934,1934,6,80,8061934,1934,6,80,El Salvador,,Storm,Tropical cyclone,,2000,,,1934-0007
71965,1965,7,,1965,1965,,,Ethiopia,Nationwide,Drought,Drought,,2000,1500000,,1965-9038
15091928,1928,9,15,15091928,1928,9,15,Guadeloupe,,Storm,Tropical cyclone,Felipe,2000,,,1928-0015
18041902,1902,4,18,18041902,1902,4,18,Guatemala,"Quezaltenango, San Marcos",Earthquake (seismic activity),Earthquake (ground shaking),,2000,,,1902-0012
7101947,1947,10,71,7101947,1947,10,71,Hong Kong (China),,Storm,Tropical cyclone,,2000,,,1947-0011
101978,1978,10,,101978,1978,10,,India,Uttar Pradesh,Epidemic,Viral Infectious Diseases,Encephalitis,2000,,,1978-0123
71961,1961,7,,71961,1961,7,,India,North,Flood,,,2000,,,1961-0007
11061981,1981,6,11,11061981,1981,6,11,Iran Islam Rep,"Golbaf region, Kerman pro",Earthquake (seismic activity),Earthquake (ground shaking),,2000,3000,5,1981-0056
1081954,1954,8,10,1081954,1954,8,10,Iran Islam Rep,Kazvin district (Teheran),Flood,Flash flood,,2000,,,1954-0013
21121946,1946,12,21,21121946,1946,12,21,Japan,Tonankai (Honshu Isl.),Earthquake (seismic activity),Earthquake (ground shaking),,2000,,,1946-0015
1947,1947,,,1947,1947,,,Japan,Honshu Island,Flood,,,2000,,,1947-0002
1959,1959,,,1959,1959,,,Mexico,West,Flood,,,2000,,,1959-0001
31011953,1953,1,31,31011953,1953,1,31,Netherlands,Zuiderzee area,Flood,Storm surge/coastal flood,,2000,300000,300,1953-0007
101969,1969,10,,101969,1969,10,,Nigeria,Plateau Province and Adj.,Epidemic,Viral Infectious Diseases,Yellow fever,2000,80000,,1969-0101
10011962,1962,1,10,10011962,1962,1,10,Peru,Ranrahirca area,Mass movement dry,Landslide,,2000,,200,1962-0002
27111954,1954,11,27,27111954,1954,11,27,Turkey,Constantinople,Miscellaneous accident,Fire,,2000,,178,1954-0025
1935,1935,,,1935,1935,,,Uganda,,Epidemic,Bacterial Infectious Diseases,Bubonic,2000,,,1935-0001
18041906,1906,4,18,18041906,1906,4,18,United States,San Francisco (California,Earthquake (seismic activity),Earthquake (ground shaking),,2000,,524,1906-0013
122002,2002,12,,122002,2002,12,,Zaire/Congo Dem Rep,Thuapa (Equateur province,Epidemic,Viral Infectious Diseases,Influenza,2000,500000,,2002-0837
27051995,1995,5,27,27051995,1995,5,27,Russia,Neftegorsk (Sakhalin Isla,Earthquake (seismic activity),Earthquake (ground shaking),,1989,750,64.1,1995-0097
12011945,1945,1,12,12011945,1945,1,12,Japan,"Mikawa (Near Nagoya, Hons",Earthquake (seismic activity),Earthquake (ground shaking),,1961,,,1945-0015
15091947,1947,9,15,15091947,1947,9,15,Japan,Honshu Island,Storm,Tropical cyclone,Catherine,1930,,,1947-0009
9101963,1963,10,91,9101963,1963,10,91,Italy,"Vajont dam, Longarone (Be",Mass movement wet,Landslide,,1917,,,1963-0032
23071930,1930,7,23,23071930,1930,7,23,Italy,Naples,Earthquake (seismic activity),Earthquake (ground shaking),,1883,10000,,1930-0008
1011998,1998,1,10,1011998,1998,1,10,Tanzania Uni Rep,,Epidemic,Bacterial Infectious Diseases,Cholera,1871,35824,,1998-0128
91928,1928,9,,91928,1928,9,,United States,Lake Okeechobee (Florida),Storm,Tropical cyclone,,1836,,25,1928-0014
29082005,2005,8,29,19092005,2005,9,19,United States,"Mobile, Bayou La Batre, D",Storm,Tropical cyclone,Katrina,1833,500000,125000,2005-0467
81998,1998,8,,81998,1998,8,,India,"Assam, Arunachal, Bihar, ",Flood,,,1811,29227200,,1998-0392
30071917,1917,7,30,30071917,1917,7,30,China P Rep,,Earthquake (seismic activity),Earthquake (ground shaking),,1800,,,1917-0014
17021993,1993,2,17,17021993,1993,2,17,Haiti,South-West,Transport Accident,Water,Ferry 'Neptune',1800,,,1993-0386
26091954,1954,9,26,26091954,1954,9,26,Japan,North Japan,Storm,Tropical cyclone,,1761,,,1954-0019
13041910,1910,4,13,13041910,1910,4,13,Costa Rica,Cartago,Earthquake (seismic activity),Earthquake (ground shaking),,1750,,,1910-0004
4101963,1963,10,41,4101963,1963,10,41,Cuba,All country,Storm,Tropical cyclone,Flora,1750,,500,1963-0030
24081986,1986,8,24,25081986,1986,8,25,Cameroon,Lake Nyos (Wum region),Volcano,Volcanic eruption,Lake Nyos,1746,10437,,1986-0100
1061991,1991,6,10,19071991,1991,7,19,China P Rep,"Anhui, Jiangsu, Henan, Gu",Flood,General flood,,1729,210232227,7500,1991-0123
31011991,1991,1,31,31011991,1991,1,31,Peru,"La Libertad, Lambayeque, ",Epidemic,Bacterial Infectious Diseases,Cholera,1726,283353,,1991-0035
91991,1991,9,,91991,1991,9,,Bangladesh,North Bangladesh,Epidemic,,,1700,108000,,1991-0357
2091949,1949,9,20,2091949,1949,9,20,China P Rep,Chung King,Miscellaneous accident,Fire,,1700,,,1949-0011
61973,1973,6,,61973,1973,6,,Indonesia,Flores,Storm,Tropical cyclone,,1650,,,1973-0028
4031977,1977,3,40,4031977,1977,3,40,Romania,Bucharest,Earthquake (seismic activity),Earthquake (ground shaking),,1641,386300,2000,1977-0048
29112004,2004,11,29,30112004,2004,11,30,Philippines,"Isabela (Region II), Bula",Storm,Tropical cyclone,Winnie,1619,881023,78.2,2004-0609
6121917,1917,12,61,6121917,1917,12,61,Canada,Halifax (Nova Scotia),Transport Accident,Water,Boat 'Mont-Blanc' and 'Imo',1600,15000,,1917-0007
12081915,1915,8,12,12081915,1915,8,12,Haiti,"South, Southwest area",Storm,Tropical cyclone,,1600,,,1915-0006
81980,1980,8,,81980,1980,8,,India,"Uttar Pradesh, Bihar, Guj",Flood,,,1600,30000023,320,1980-0074
1121998,1998,12,11,19051999,1999,5,19,Sudan,"Northern, Western ",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,1600,20400,,1998-0598
28071989,1989,7,28,28071989,1989,7,28,India,"Maharashtra, Andhra Prade",Flood,General flood,,1591,,,1989-0091
3011963,1963,1,30,3011963,1963,1,30,Indonesia,Bali,Volcano,Volcanic eruption,Mount Agung,1584,78000,,1963-0008
10051997,1997,5,10,10051997,1997,5,10,Iran Islam Rep,"Birjand, Qayer (Khorasan)",Earthquake (seismic activity),Earthquake (ground shaking),,1568,74600,100,1997-0095
7051902,1902,5,70,7051902,1902,5,70,St Vincent and The Grenadines,,Volcano,Volcanic eruption,Mount Soufriere,1565,,,1902-0007
13101970,1970,10,13,13101970,1970,10,13,Philippines,"(1) Bicol area, (2) Minda",Storm,Tropical cyclone,"Joan, Kate",1551,1214985,85.5,1970-0056
26041942,1942,4,26,26041942,1942,4,26,China P Rep,"Honkeiko, Manchuria",Industrial Accident,Other,Mine,1549,,,1942-0006
1012001,2001,1,10,15042001,2001,4,15,Burkina Faso,"Dano, Koupela, Bogand‰ö_å©, G",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,1525,9372,,2001-0063
1102005,2005,10,11,13102005,2005,10,13,Guatemala,"Escuintla, Jutiapa, Santa",Storm,Tropical cyclone,Stan,1513,475314,988.3,2005-0567
13121982,1982,12,13,13121982,1982,12,13,Yemen Arab Rep,Dhamar province,Earthquake (seismic activity),Earthquake (ground shaking),,1507,401500,2000,1982-0131
10091931,1931,9,10,10091931,1931,9,10,Belize,Belize city,Storm,Tropical cyclone,,1500,,7.5,1931-0009
1011974,1974,1,10,1011974,1974,1,10,Brazil,Sao Paulo,Epidemic,Bacterial Infectious Diseases,,1500,30000,,1974-0127
10091931,1931,9,10,10091931,1931,9,10,Honduras,,Storm,Tropical cyclone,,1500,,,1931-0010
20101991,1991,10,20,20101991,1991,10,20,India,"Harsil (near Gangotri, Ut",Earthquake (seismic activity),Earthquake (ground shaking),,1500,54383,60,1991-0368
15081950,1950,8,15,15081950,1950,8,15,India,Assam province,Earthquake (seismic activity),Earthquake (ground shaking),,1500,,,1950-0008
28091955,1955,9,28,28091955,1955,9,28,India,Punjab,Storm,Tropical cyclone,,1500,375000,,1955-0015
22031934,1934,3,22,22031934,1934,3,22,Japan,Hakodate,Miscellaneous accident,Fire,,1500,,,1934-0004
1940,1940,,,1940,1940,,,Sudan,South Kordofan,Epidemic,Viral Infectious Diseases,Yellow fever,1500,15000,,1940-0031
15041912,1912,4,15,15041912,1912,4,15,United Kingdom,North Atlantic,Transport Accident,Water,Shipwreck 'Titanic',1500,2200,,1912-0003
1012007,2007,1,10,8042007,2007,4,80,Burkina Faso,"Ouargaye, Banfora, Bati‰ö_å©,",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,1490,20765,,2007-0062
1091995,1995,9,10,20091995,1995,9,20,India,"Bihar, Haryana, Punjab, R",Flood,General flood,,1479,32704000,258,1995-0228
122001,2001,12,,15052002,2002,5,15,Burkina Faso,"Diegougou, Pissy, Yako, P",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,1447,11140,,2001-0791
91997,1997,9,,91997,1997,9,,India,"Andhra Pradesh, Arunachal",Flood,,,1442,29259000,,1997-0260
15051995,1995,5,15,15081995,1995,8,15,China P Rep,"Hunan, Jiangxi, Guizhou, ",Flood,General flood,,1437,114470249,6720,1995-0139
3071990,1990,7,30,3071990,1990,7,30,Saudi Arabia,"Mecca, Mina tunnel",Miscellaneous accident,Other,,1426,,,1990-0573
61988,1988,6,,1988,1988,,,China P Rep,"Hubei,Jiangsu, Henan, Anh",Drought,Drought,,1400,49000000,942.887,1988-9237
81979,1979,8,,81979,1979,8,,Dominican Rep,Countrywide,Storm,Tropical cyclone,David & Frederick,1400,1554000,150,1979-0070
10111946,1946,11,10,10111946,1946,11,10,Peru,"Ancash, Quiches",Earthquake (seismic activity),Earthquake (ground shaking),,1400,,,1946-0014
30112006,2006,11,30,8122006,2006,12,81,Philippines,"Daraga town, Bicol region",Storm,Tropical cyclone,Durian (Reming),1399,2562517,66.4,2006-0648
1091984,1984,9,10,1091984,1984,9,10,Philippines,"Surigao del Norte, Bohol ",Storm,Tropical cyclone,Ike (Nitang) and Maring,1399,1786865,216.7,1984-0185
15072006,2006,7,15,23072006,2006,7,23,France,,Extreme temperature,Heat wave,,1388,,,2006-0383
6081910,1910,8,60,6081910,1910,8,60,Japan,,Flood,,,1379,,,1910-0019
1081998,1998,8,10,1081998,1998,8,10,Sudan,"Wau, Bahr El Ghazal provi",Epidemic,,Acute diarrhoeal syndrome,1373,,,1998-0274
1930,1930,,,1930,1930,,,Indonesia,,Volcano,Volcanic eruption,Merapi,1369,,,1930-0003
25051992,1992,5,25,25051992,1992,5,25,Tajikistan,,Flood,,,1346,63500,300,1992-0233
30101983,1983,10,30,30101983,1983,10,30,Turkey,"Khorasan, Pasinler, Narma",Earthquake (seismic activity),Earthquake (ground shaking),,1346,834137,25,1983-0136
11081979,1979,8,11,11081979,1979,8,11,India,Morvi (Gujarat),Miscellaneous accident,Collapse,Dam,1335,150000,10,1979-0076
31011911,1911,1,31,31011911,1911,1,31,Philippines,Manilla region,Volcano,Volcanic eruption,Mount Taal,1335,199,,1911-0001
15061991,1991,6,15,15061991,1991,6,15,Nepal,Katmandu valley,Epidemic,Bacterial Infectious Diseases,Cholera,1334,45341,,1991-0670
8091992,1992,9,80,18091992,1992,9,18,Pakistan,Azad Kashmir and Punjab,Flood,General flood,,1334,6655450,1000,1992-0062
5012008,2008,1,50,15022008,2008,2,15,Afghanistan,"Nangarhar, Laghman (Easte",Storm,Local storm,,1317,170684,,2008-0006
14071981,1981,7,14,14071981,1981,7,14,China P Rep,"Sichuan, Central and Sout",Flood,,,1311,1528140,1100,1981-0066
23051996,1996,5,23,23051996,1996,5,23,Zimbabwe,,Epidemic,Parasitic Infectious Diseases,,1311,500000,,1996-0132
8102005,2005,10,81,8102005,2005,10,81,India,Jammu and Kashmir,Earthquake (seismic activity),Earthquake (ground shaking),,1309,156622,1000,2005-0575
1011986,1986,1,10,1011986,1986,1,10,Somalia,"South, Northwest",Epidemic,Bacterial Infectious Diseases,Cholera,1307,7093,,1986-0005
1951,1951,,,1951,1951,,,Indonesia,,Volcano,Volcanic eruption,Mount Merapi,1300,,,1951-0002
13121931,1931,12,13,13121931,1931,12,13,Indonesia,,Volcano,Volcanic eruption,Merapi,1300,,,1931-0012
4021906,1906,2,40,4021906,1906,2,40,Taiwan (China),"Formosa, Kagi",Earthquake (seismic activity),Earthquake (ground shaking),,1300,,,1906-0008
17031906,1906,3,17,17031906,1906,3,17,China P Rep,"Kagi, Toroku",Earthquake (seismic activity),Earthquake (ground shaking),,1266,,,1906-0011
51991,1991,5,,51991,1991,5,,Chad,,Epidemic,Bacterial Infectious Diseases,Cholera,1262,12204,,1991-0262
22031985,1985,3,22,31031985,1985,3,31,Somalia,Hargeisa (NorthWest Somal,Epidemic,Bacterial Infectious Diseases,Cholera,1262,4815,,1985-0045
61980,1980,6,,91980,1980,9,,United States,"Kansas City, Missouri, St",Extreme temperature,Heat wave,,1260,,2000,1980-0063
9091954,1954,9,90,9091954,1954,9,90,Algeria,Orleansville,Earthquake (seismic activity),Earthquake (ground shaking),,1250,129250,6,1954-0017
23091924,1924,9,23,23091924,1924,9,23,India,Punjab province,Storm,Tropical cyclone,,1242,1000000,,1924-0003
11999,1999,1,,121999,1999,12,,Kenya,,Epidemic,,Cholera,1237,22432,,1999-0715
14052003,2003,5,14,6062003,2003,6,60,India,"Andhra Pradesh, Orissa, T",Extreme temperature,Heat wave,,1210,,400,2003-0250
51984,1984,5,,51984,1984,5,,Bangladesh,Eastern,Flood,,,1200,30000000,,1984-0041
81996,1996,8,,81996,1996,8,,China P Rep,"Yangtse, Haihe, Tianijn, ",Flood,General flood,,1200,,6314.5,1996-0169
24072005,2005,7,24,5082005,2005,8,50,India,"Gujarat, Madhya Pradesh, ",Flood,General flood,,1200,20000055,3330,2005-0409
81987,1987,8,,81987,1987,8,,India,"Assam, Bihar, West Bengal",Flood,General flood,,1200,18000000,545,1987-0137
28071981,1981,7,28,28071981,1981,7,28,Iran Islam Rep,"Kerman, Golbaf, Shahdab",Earthquake (seismic activity),Earthquake (ground shaking),,1200,31000,1000,1981-0067
14011907,1907,1,14,14011907,1907,1,14,Jamaica,Kingston,Earthquake (seismic activity),Earthquake (ground shaking),,1200,90000,30,1907-0004
2121957,1957,12,21,2121957,1957,12,21,Mongolia,Altay,Earthquake (seismic activity),Earthquake (ground shaking),,1200,,,1957-0012
26092002,2002,9,26,26092002,2002,9,26,Senegal,Au large de la Gambie,Transport Accident,Water,Ferry 'Joola',1200,,,2002-0622
18031953,1953,3,18,18031953,1953,3,18,Turkey,"Canakkale, Balikesir",Earthquake (seismic activity),Earthquake (ground shaking),,1200,50000,,1953-0010
31082005,2005,8,31,31082005,2005,8,31,Iraq,Bagdad,Miscellaneous accident,Other,,1199,826,,2005-0478
19021996,1996,2,19,19071996,1996,7,19,Nigeria,"Borno, Kano, Kebbi, Oyo, ",Epidemic,Bacterial Infectious Diseases,Cholera,1193,12374,,1996-0112
71936,1936,7,,71936,1936,7,,United States,Illinois,Extreme temperature,Heat wave,,1193,,,1936-0005
1906,1906,,,1906,1906,,,United States,San Francisco,Miscellaneous accident,Fire,,1188,,,1906-0003
25011999,1999,1,25,25011999,1999,1,25,Colombia,"Armenia (Quindio), Risara",Earthquake (seismic activity),Earthquake (ground shaking),,1186,1205933,1857.366,1999-0016
1082003,2003,8,10,15082003,2003,8,15,Belgium,,Extreme temperature,Heat wave,,1175,,,2003-0391
27091958,1958,9,27,27091958,1958,9,27,Japan,Central Honshu,Storm,Tropical cyclone,Ida,1175,,,1958-0012
21081994,1994,8,21,24081994,1994,8,24,China P Rep,"Fujian, Zhejiang, Jiangsu",Storm,Tropical cyclone,Fred (9416),1174,11001800,1150,1994-0198
26091954,1954,9,26,26091954,1954,9,26,Japan,Tsugaru detroit,Transport Accident,Water,Ferry 'Toya Maru',1172,,,1954-0070
51984,1984,5,,51984,1984,5,,India,"Gujarat, Karnataka States",Epidemic,Viral Infectious Diseases,,1160,,,1984-0317
72007,2007,7,,2007,2007,,,Somalia,,Epidemic,Bacterial Infectious Diseases,Cholera,1133,35687,,2007-0508
17022006,2006,2,17,17022006,2006,2,17,Philippines,Baranguay Guinsaugon (St,Mass movement wet,Landslide,,1126,5926,2.203,2006-0096
5111994,1994,11,51,15111994,1994,11,15,Haiti,"Jacmel, Port au Prince, l",Storm,,Gordon,1122,1587000,50,1994-0510
21072007,2007,7,21,3082007,2007,8,30,Bangladesh,"Bandarban Hill, Feni, Com",Flood,General flood,,1110,13771380,100,2007-0311
28081936,1936,8,28,28081936,1936,8,28,Korea Rep,,Storm,Tropical cyclone,,1104,,,1936-0007
3072007,2007,7,30,22092007,2007,9,22,India,"Bihar, Uttar Pradesh, Ass",Flood,General flood,,1103,18700000,,2007-0320
11985,1985,1,,11985,1985,1,,Ethiopia,,Epidemic,Bacterial Infectious Diseases,Cholera,1101,4815,,1985-0152
3121948,1948,12,31,3121948,1948,12,31,China P Rep,Mer de Chine,Transport Accident,Water,Paquebot 'Kianguya',1100,,,1948-0015
10101986,1986,10,10,10101986,1986,10,10,El Salvador,San Salvador,Earthquake (seismic activity),Earthquake (ground shaking),,1100,770000,1500,1986-0123
28021997,1997,2,28,28021997,1997,2,28,Iran Islam Rep,Ardabil region,Earthquake (seismic activity),Earthquake (ground shaking),,1100,38600,76,1997-0035
7031927,1927,3,70,7031927,1927,3,70,Japan,South-West Kyoto,Earthquake (seismic activity),Tsunami,,1100,,,1927-0003
26071963,1963,7,26,26071963,1963,7,26,Yugoslavia,Skopje,Earthquake (seismic activity),Earthquake (ground shaking),,1100,3383,600,1963-0016
